Facility ID;Facility Name;Location (lat/lon);Address;city;county;Zip;state;rating(google);Website;Contact email;Contact Phone
ChIJUf7ZUYyMwIcRR8oVN_H89hI;Riverbend Post Acute Rehabilitation;39.1229465/-94.76224189999999;7850 Freeman Ave, Kansas City, KS 66112, USA;city;Kansas City;66112;Wyandotte County;3.8;http://riverbendkansascity.com/;N/A;(913) 334-3666
ChIJU9J-9yD3wIcRk1hqEg3oI2Q;McCrite Plaza at Briarcliff;39.162569/-94.59709599999999;1201 NW Tullison Rd, Kansas City, MO 64116, USA;city;Gallatin Township;64116;Clay County;5;http://mccriteplaza.com/;N/A;(816) 888-7930
ChIJi8rQI5GMwIcRG2ZKj9Thch8;Parkway Pointe Senior Residence;39.127449/-94.754261;7601 Parallel Pkwy, Kansas City, KS 66112, USA;city;Kansas City;66112;Wyandotte County;;https://www.beacon.cc/parkwaykc.html;N/A;(913) 788-5841
ChIJCenNAs6OwIcRIJqtn039tq8;The Piper Assisted Living and Memory Care;39.13072599999999/-94.84126599999999;2300 N 113th Terrace, Kansas City, KS 66109, USA;city;Kansas City;66109;Wyandotte County;3;http://www.thepiperlife.com/;N/A;(913) 400-7006
ChIJx8kdLlzxwIcRrLdGpC-UAu0;Mt. Carmel Apartments;39.1277274/-94.6389774;1130 Troup Ave, Kansas City, KS 66104, USA;city;Kansas City;66104;Wyandotte County;;https://www.liveatmtcarmel.com/;N/A;(913) 621-1166
ChIJ99MKekePwIcRu-GGBDR5eUE;Delaware Highlands Asst Living;39.12247679999999/-94.8729661;12600 Delaware Pkwy, Kansas City, KS 66109, USA;city;Kansas City;66109;Wyandotte County;4.5;https://www.dhalkc.com/;N/A;(913) 721-1400
ChIJc1JpMeL1wIcRMRirtcTfaGw;Senior Star at Wexford Place;39.213479/-94.64723699999999;6500 N Cosby Ave, Kansas City, MO 64151, USA;city;KCMO;64151;Fox Township;4.2;http://www.seniorstar.com/wexfordplace;N/A;(816) 581-0458
ChIJS35Ayc7vwIcRheQI1XnRbyI;Bishop Spencer Place;39.04903400000001/-94.59590799999999;4301 Madison Ave, Kansas City, MO 64111, USA;city;KCMO;64111;Kaw Township;3.2;http://www.bishopspencerplace.org/;N/A;(816) 931-4277
ChIJ78bS3u6PwIcRw_tybVH7xfc;Maple Ridge Senior Apartments;39.0656686/-94.87902389999999;515 E Morse Ave, Bonner Springs, KS 66012, USA;city;Bonner Springs;66012;Wyandotte County;4.5;N/A;N/A;(913) 667-3380
ChIJjyjerRJfwIcR7eBUZbaNPwM;The Gardens at Barry Road Assisted Living and Memory Care;39.247996/-94.67571099999999;8300 NW Barry Rd, Kansas City, MO 64153, USA;city;KCMO;64153;May;5;http://thegardensatbarryroad.com/;N/A;(816) 584-3200
ChIJk8HJveH1wIcROWH-uP7eQGE;Wexford Place Assisted Living & Memory Support by Senior Star;39.211319/-94.647161;6460 N Cosby Ave, Kansas City, MO 64151, USA;city;KCMO;64151;Fox Township;5;http://www.seniorstar.com/wexfordplace;N/A;(816) 743-4259
ChIJR05s8jn4wIcR9b-xCmE8RSU;Avonlea Cottage of Gladstone;39.202084/-94.54637799999999;2801 NE 60th St, Kansas City, MO 64119, USA;city;Gallatin Township;64119;Clay County;3.8;http://www.avonleacottage.com/;N/A;(816) 454-7755
ChIJv3N7VQKOwIcRmD5CLwi7L0c;Edwardsville;39.0575608/-94.8169106;751 Blake St, Edwardsville, KS 66111, USA;city;Wyandotte County;66111;Kansas;3;N/A;N/A;(913) 441-1900
